,Datetime,Permalink,Text,Username,Favorites,Retweets,Geo,Hashtags,Engagements,Polarity,Subjectivity,NB-Positive Probability,NB-Negative Probability,NB-Sentiment Score
0,2020-09-02 03:12:01+00:00,https://twitter.com/incorrecttbz_q/status/1300994865539366913,Younghoon and Q: *staring into each other’s eyes* Hyunjae: *opens soda can* Younghoon: we’re having a moment Hyunjae: and i’m having a soda @WE_THE_BOYZ #THEBOYZ,incorrecttbz_q,6,3,,#THEBOYZ,9,-0.125,0.375,0.9063457240290532,0.09365427597094775,0.8126914480581054
1,2020-09-02 02:41:55+00:00,https://twitter.com/Habbo_Aurora/status/1300987287061385222,Retweet and follow to win an orange soda machine Ends in ~1 week ,Habbo_Aurora,10,38,,,48,0.8,0.4,0.20042943669478885,0.7995705633052099,-0.5991411266104211
2,2020-09-01 22:12:54+00:00,https://twitter.com/Kagree5/status/1300919589870723074,I literally just drank a soda out of spite. A spite Sprite.,Kagree5,536,2,,,538,0.0,0.0,0.6927471163853196,0.3072528836146804,0.3854942327706392
3,2020-09-01 21:56:57+00:00,https://twitter.com/such_hockey_wow/status/1300915575108050946,OP’s mad about one single can of soda per WEEK????? ,such_hockey_wow,1850,7,,,1857,-0.3482142857142857,0.6071428571428571,0.04562903653499023,0.954370963465008,-0.9087419269300179
4,2020-09-01 18:51:22+00:00,https://twitter.com/vasqueznairobi/status/1300868871705026561,"Ginger ale is not soda, it’s medicine.",vasqueznairobi,278,144,,,422,0.0,0.0,0.9645780241386755,0.035421975861325,0.9291560482773505
5,2020-09-01 18:39:24+00:00,https://twitter.com/WonderstruckYT/status/1300865861260120065,Dumb ass soda pic.twitter.com/k3UxyFw5Z2,WonderstruckYT,84,1,,,85,-0.375,0.5,0.875591710784359,0.12440828921564075,0.7511834215687183
6,2020-09-01 17:04:21+00:00,https://twitter.com/several_honks/status/1300841939877715968,Pineapple soda is a good song ,several_honks,26,7,,,33,0.7,0.6000000000000001,0.9730866542581286,0.0269133457418713,0.9461733085162572
7,2020-09-01 16:46:00+00:00,https://twitter.com/preslouvisa/status/1300837322771046406,"Saturday September 12th 2020 DM or Whatsapp to order! Oxtail, rice and beans, baked mac and cheese and a can of soda. A whole meal and a drink to wash it down with for $12.00 Delivery is $3.00 Last day to order is next Wednesday. Thank you #peppe pic.twitter.com/46JTW8RvAb",preslouvisa,17,11,,#peppe,28,0.011111111111111106,0.18888888888888888,0.971396782299808,0.02860321770018732,0.9427935645996206
8,2020-09-01 15:55:32+00:00,https://twitter.com/ivanajokealot/status/1300824622850506753,"my dad saying ""no soda"" and then keeping a 2L of coke under the dinner table ",ivanajokealot,54,9,,,63,0.0,0.0,0.04653427824889528,0.9534657217511061,-0.9069314435022109
9,2020-09-01 13:36:36+00:00,https://twitter.com/4ljn23/status/1300789657832165378,jaemin was the unlucky one who had to drink the weird soda but he held it in;; jeno was all (.◜◡◝) to check if he was the one and straightaway went bluekk the moment he started saying “sexyyy~” ,4ljn23,1254,468,,,1722,-0.5,1.0,0.79027944800024,0.20972055199976233,0.5805588960004776
10,2020-09-01 09:51:06+00:00,https://twitter.com/that_deltagirl/status/1300732908261474305,#NoSodaSeptember Day 1 Soda temptation I rebuke you pic.twitter.com/1bNLHFzAP3,that_deltagirl,4,1,,#NoSodaSeptember,5,0.0,0.0,0.92331715715418,0.07668284284581922,0.8466343143083608
11,2020-09-01 09:17:53+00:00,https://twitter.com/diddledoods/status/1300724550016131072,baby’s first time making ramen noodles 40% high hydration noodles + baked baking soda for kansui substitute ,diddledoods,5,1,,,6,0.20500000000000002,0.43666666666666665,0.6373525425104745,0.3626474574895248,0.27470508502094965
12,2020-09-01 08:08:37+00:00,https://twitter.com/Alii_Mohaa/status/1300707119361130498,A crowd disposing off an empty soda bottle into a bin. Many of us assume that we are better than them. That seems not to be the case here. Do your part diligently. #KenyaSafi,Alii_Mohaa,2,1,,#KenyaSafi,3,0.3,0.5,0.7668716772993881,0.23312832270061543,0.5337433545987726
13,2020-09-01 07:24:14+00:00,https://twitter.com/jdubtheone/status/1300695946351775744,Rough soda tier list Anything below fine is unordered ,jdubtheone,180,17,,,197,0.15833333333333333,0.45,0.6849867309196177,0.31501326908038196,0.36997346183923574
14,2020-09-01 04:44:34+00:00,https://twitter.com/kalebcringeway/status/1300655765955411973,"𝅘𝅥𝅮 monkey in a soda, i know, i know 𝅘𝅥𝅮 ",kalebcringeway,2,0,,,2,-0.05,0.0,0.7775944091614457,0.2224055908385561,0.5551888183228897
15,2020-09-01 04:09:48+00:00,https://twitter.com/feelthatdrea/status/1300647016045912069,SOUTHWEST SODA POP SHOP BLACK SISTER OWNED ICECREAM SHOP 1142 Maine Avenue South West DC Ig: Swsodapopshop ,feelthatdrea,115,62,,,177,-0.16666666666666666,0.43333333333333335,0.43610017853399724,0.5638998214660014,-0.12779964293200413
16,2020-09-01 02:30:11+00:00,https://twitter.com/MunDee7472/status/1300621948603346945,this soda is fuckin fire pic.twitter.com/W8jgMv4U4j,MunDee7472,1,0,,,1,0.0,0.0,0.7230730003490032,0.2769269996509945,0.44614600069800875
17,2020-09-01 01:34:23+00:00,https://twitter.com/SPRINGLOCK217/status/1300607907508162569,"i love how the soda popper makes no sense thanks to the reworks. why the hell would a gun with *crit*-o-cola strapped to the bottom make scout jump more???? (also, here, have an obscure as fuck comic promoting said weapon) pic.twitter.com/tMX1Q16oBj",SPRINGLOCK217,40,4,,,44,0.20999999999999996,0.48,0.0019579499254112373,0.998042050074597,-0.9960841001491858
18,2020-09-01 00:08:01+00:00,https://twitter.com/sleepynook/status/1300586172742340615,Welcome to the Catacombs! Want a Soda? ,sleepynook,37,13,,,50,0.8,0.9,0.7274976420209671,0.2725023579790341,0.454995284041933
19,2020-09-02 01:15:48+00:00,https://twitter.com/SpaceDavidTF2/status/1300965617110052864,"le spycrab +i managed to find a pack of the colors i needed to paint the soda popper + my shitty attempt of trying to make shadows, how do i even make those things? Likes and RTs appreciated! (is that what they say after they post good artworks? because im proud of those two) pic.twitter.com/vrgVzyVmgC",SpaceDavidTF2,24,8,,,32,0.5666666666666667,0.5666666666666668,0.24914024812529997,0.7508597518747022,-0.5017195037494022
20,2020-09-02 00:52:50+00:00,https://twitter.com/yukincho_pic/status/1300959838625652736,#OTT19 soda. ,yukincho_pic,3,0,,#OTT19,3,0.0,0.0,0.8755917107843332,0.12440828921566739,0.7511834215686658
21,2020-09-01 21:57:02+00:00,https://twitter.com/Lenniesaurus/status/1300915595790159873,"""healthy"" isn't one action, like drinking a soda. It's about attitudes, moderation, self respect and boundaries.",Lenniesaurus,1720,12,,,1732,0.3,0.3,0.14194714592637156,0.8580528540736264,-0.7161057081472548
22,2020-09-01 19:29:57+00:00,https://twitter.com/skelelavender/status/1300878582940483585,#XANBLR1KPARTY omg legendary I'll bring the diet soda ,skelelavender,0,1,,#XANBLR1KPARTY,1,1.0,1.0,0.8573099441680988,0.14269005583189978,0.714619888336199
23,2020-09-01 19:25:41+00:00,https://twitter.com/Soda31982055/status/1300877506904457217,Soda ,Soda31982055,0,0,,,0,0.0,0.0,0.8755917107843332,0.12440828921566739,0.7511834215686658
24,2020-09-01 17:44:02+00:00,https://twitter.com/backinlive/status/1300851926775607297,#NowPlaying San Soda - Let's Go ,backinlive,0,0,,#NowPlaying,0,0.0,0.0,0.9165666394106168,0.08343336058938253,0.8331332788212342
25,2020-09-01 16:58:51+00:00,https://twitter.com/MorreskiBear/status/1300840553832210432,Which sona should I get art of? Thinking of doing some soda/mentos inflation pic.twitter.com/lhKTDqexo0,MorreskiBear,24,2,,,26,0.0,0.0,0.7020711868025759,0.297928813197424,0.4041423736051519
26,2020-09-01 16:36:21+00:00,https://twitter.com/BryanBadger1/status/1300834891689611269,Brytontember Day 1 Soda #PepsiMan,BryanBadger1,4,0,,#PepsiMan,4,0.0,0.0,0.9110342387206953,0.0889657612793041,0.8220684774413912
27,2020-09-01 16:34:07+00:00,https://twitter.com/FolaMyFlower/status/1300834331280236546,"No soda September, strictly water! Who’s with me? ",FolaMyFlower,462,92,,,554,0.0,0.0,0.8801760487850913,0.11982395121490971,0.7603520975701815
28,2020-09-01 13:51:33+00:00,https://twitter.com/Kalfany4/status/1300793421150519296,HOW NAUTILUS PLAYERS DRINK SODA CANS ,Kalfany4,5,1,,,6,0.0,0.0,0.8498825016029471,0.1501174983970522,0.6997650032058949
29,2020-09-01 13:31:39+00:00,https://twitter.com/gummiedevil/status/1300788413562523651,soda struggle texts ,gummiedevil,1,0,,,1,0.0,0.0,0.8755917107843332,0.12440828921566739,0.7511834215686658
30,2020-09-01 11:41:43+00:00,https://twitter.com/PaxtonPublicPPS/status/1300760747874557953,"Slime anyone?! These boys enjoyed experimenting with baking soda, food colouring, glue, teamwork and procedural texts today! The result was big smiles! #LoveWhereYouLearn! ",PaxtonPublicPPS,2,0,,#LoveWhereYouLearn,2,0.25,0.39999999999999997,0.4012133471750291,0.5987866528249676,-0.19757330564993847
31,2020-09-01 09:20:22+00:00,https://twitter.com/kimnamjoonyeahp/status/1300725174455631872,watermelon soda ,kimnamjoonyeahp,1,0,,,1,0.0,0.0,0.8755917107843332,0.12440828921566739,0.7511834215686658
32,2020-09-01 07:30:30+00:00,https://twitter.com/rafa_villa35/status/1300697524194422784,Best soda ever! ,rafa_villa35,13,0,,,13,1.0,0.3,0.9846272518533905,0.015372748146610564,0.9692545037067799
33,2020-09-01 06:39:15+00:00,https://twitter.com/imaoverlord/status/1300684626286051328,"Soda dirty like dianna, never clean ",imaoverlord,0,0,,,0,-0.18333333333333335,0.7000000000000001,0.7865032678090853,0.21349673219091417,0.5730065356181712
34,2020-09-01 06:35:08+00:00,https://twitter.com/iIyhoseok/status/1300683590703951874,me toasting alongside my uncles and tias with my cup full of soda ,iIyhoseok,262,71,,,333,0.35,0.55,0.4422096259307133,0.5577903740692848,-0.1155807481385715
35,2020-09-01 05:19:21+00:00,https://twitter.com/rhseok/status/1300664522219364352,soda blocked me ,rhseok,1,0,,,1,0.0,0.0,0.8354251265057028,0.1645748734942975,0.6708502530114053
36,2020-09-01 02:22:59+00:00,https://twitter.com/Dserena_/status/1300620136185905152,I match my soda ,Dserena_,7,0,,,7,0.0,0.0,0.8491943946744296,0.15080560532557066,0.698388789348859
