,Datetime,Permalink,Text,Username,Favorites,Retweets,Geo,Hashtags,Engagements,Polarity,Subjectivity,NB-Positive Probability,NB-Negative Probability,NB-Sentiment Score
0,2020-09-01 01:55:41+00:00,https://twitter.com/FamiliarFeet/status/1300613265274347526,#ThingsIDontStandFor eating all the cookies ,FamiliarFeet,1,1,,#ThingsIDontStandFor,2,0.0,0.0,0.9160164804742954,0.08398351952570533,0.83203296094859
1,2020-09-01 01:20:23+00:00,https://twitter.com/beecooksthings/status/1300604383176962048,Chocolate chip cookies from scratch! Dm me for the recipe ,beecooksthings,0,0,,,0,0.0,0.0,0.6593969301682073,0.3406030698317938,0.31879386033641355
2,2020-09-01 00:56:52+00:00,https://twitter.com/ChefMoonpie/status/1300598465643380741,When you see marshmallows and know you need to make cookies... ,ChefMoonpie,3,0,,,3,0.0,0.0,0.06245542727230293,0.9375445727276991,-0.8750891454553962
3,2020-09-01 00:51:44+00:00,https://twitter.com/zrayUH/status/1300597172165963776," FOLKS, THE LIL KITTY COOKIES BY @Teaacakkes ARRIVED TODAY!! They are lemon sugar cookies with absolutely perfect icing details! Lil Kitty grabbed one out of the box immediately Chai is incredible to work with and I can’t wait to continue supporting her growing business! ",zrayUH,49,16,,,65,0.95,0.95,0.14945634904446176,0.8505436509555399,-0.7010873019110782
4,2020-09-01 00:48:54+00:00,https://twitter.com/laladickins/status/1300596458052300801,"Ginger Lalapanda sleepy today, come bring him headpats and cookies. pic.twitter.com/ZlzxbnB9Dx",laladickins,5,0,,,5,0.0,0.0,0.6868938360563576,0.3131061639436446,0.37378767211271297
5,2020-09-01 00:37:10+00:00,https://twitter.com/SmtProxies/status/1300593506440736768,"The only proxy group that gives out multiple free DC subnets to users, free shoepalace cookies, free autocheckout services, and free monitors. Who wants in? ",SmtProxies,120,16,,,136,0.2571428571428572,0.6142857142857142,0.09905523985098555,0.900944760149015,-0.8018895202980295
6,2020-09-01 00:30:37+00:00,https://twitter.com/MagicJohnson/status/1300591858414809088,Cookie and I just got back from Croatia and we highly recommend it to anyone! The food was fantastic and the country is just beautiful! ,MagicJohnson,2432,107,,,2539,0.35250000000000004,0.61,0.9455515166394791,0.05444848336052298,0.8911030332789561
7,2020-09-01 00:19:32+00:00,https://twitter.com/whippedforcb_97/status/1300589069265547264,HIS CVTS AND SC4RS ARE NEVER TALKED ABOUT OKAY??? Now reply felix cookies felix caring felix charming felix sunshine felix singing TAG @Stray_Kids FOR INCREASED SOCIALS! RT AND HELP CLEAN PLEASE ,whippedforcb_97,13,14,,,27,0.5222222222222223,0.7333333333333334,0.6361791084990694,0.36382089150092656,0.2723582169981429
8,2020-08-31 23:45:19+00:00,https://twitter.com/WhenInTaiwan/status/1300580458867036161,...koalas know what to do. Masks and cookies! ,WhenInTaiwan,7,3,,,10,0.0,0.0,0.13499693691125145,0.8650030630887494,-0.7300061261774979
9,2020-08-31 23:40:30+00:00,https://twitter.com/olmountainjug/status/1300579245257879554,It's 34-32 Day Eve! Make sure you leave out beer and cookies tonight for Yosef. ,olmountainjug,76,18,,,94,0.5,0.8888888888888888,0.74245731927248,0.2575426807275184,0.48491463854496164
10,2020-08-31 23:37:07+00:00,https://twitter.com/joshuatdanao/status/1300578396657741824,"here’s me awkwardly posing in front of my cookies LOL. Anyways, ALL TIMES SUPERMARKETS AND TEAPRESSO BAR LOCATIONS HAVE MY COOKIES IN STOCK ",joshuatdanao,301,59,,,360,0.10000000000000003,0.85,0.3436131543415699,0.6563868456584333,-0.3127736913168634
11,2020-08-31 23:18:45+00:00,https://twitter.com/melissablake/status/1300573771108151297,"This sweet treat arrived on my doorstep today from my equally sweet cousin and aunt. I’ve never tasted anything as delicious as these cookies, so I’m pretty sure they won’t last very long!! ",melissablake,1986,20,,,2006,0.34071428571428575,0.6822222222222221,0.466926860671571,0.5330731393284268,-0.0661462786568558
12,2020-08-31 23:16:44+00:00,https://twitter.com/pastelparcelx/status/1300573265732276227,Oh what's this? There's something in the mail. Cookies To: @aoieshi From: @mikobxrry ✁・・・ : hello aoi um ilysm sjdndjd Enjoy the gift and message cutie ♡,pastelparcelx,2,0,,,2,0.4,0.5,0.041704887628337906,0.9582951123716635,-0.9165902247433256
13,2020-08-31 23:16:17+00:00,https://twitter.com/markiplers/status/1300573151504588801,remember when Amy brought mark cookies and milk and he got very emotional pic.twitter.com/G1i3RViD13,markiplers,107,35,,,142,0.0,0.8450000000000001,0.17456090274253405,0.8254390972574634,-0.6508781945149293
14,2020-08-31 22:49:04+00:00,https://twitter.com/landoffacts/status/1300566302931726337,Cookies Cream Donuts ,landoffacts,86,29,,,115,0.0,0.0,0.8755917107843245,0.12440828921567444,0.75118342156865
15,2020-08-31 22:40:43+00:00,https://twitter.com/FireFlyCookieC1/status/1300564202457894913,Delicious cookies make the perfection addition to any special occasion #cookie #birthday #cookiecutter,FireFlyCookieC1,1,0,,#cookie #birthday #cookiecutter,1,0.6785714285714286,0.7857142857142857,0.9949114107760021,0.005088589223997468,0.9898228215520046
16,2020-08-31 22:14:10+00:00,https://twitter.com/BaityDraws/status/1300557519157420033,Remember to keep your cookies secure. #StevenUniverse,BaityDraws,210,41,,#StevenUniverse,251,0.4,0.6,0.9445595660115869,0.05544043398841174,0.8891191320231752
17,2020-08-31 21:59:19+00:00,https://twitter.com/FireFlyCookieC1/status/1300553780459704327,Football season is almost upon us #cookies #cookiecutters,FireFlyCookieC1,0,0,,#cookies #cookiecutters,0,0.0,0.0,0.962883372764225,0.037116627235774136,0.9257667455284508
18,2020-08-31 21:47:08+00:00,https://twitter.com/hostile_bean/status/1300550718286422017,halloween animal cookies ,hostile_bean,2810,360,,,3170,0.0,0.0,0.8755917107843245,0.12440828921567444,0.75118342156865
19,2020-08-31 21:08:59+00:00,https://twitter.com/susie_says/status/1300541115117035523,Making some cookies for my girlfriend !!!! ,susie_says,86,20,,,106,0.0,0.0,0.9206931992537745,0.07930680074622684,0.8413863985075476
20,2020-09-01 01:56:56+00:00,https://twitter.com/AliBangtani/status/1300613580811915264,"Proud is an insufficient word to describe my feelings (similar to my problem with the word ""love""). I feel deep, enduring, evolving admiration and affection for them. But add sparkles and sunshine and the smell of bacon and sugar cookies, and that new car smell too. @BTS_twt",AliBangtani,5,2,,,7,0.2872727272727273,0.5709090909090909,0.20256495199376243,0.7974350480062382,-0.5948700960124758
21,2020-09-01 01:50:43+00:00,https://twitter.com/dazedd777/status/1300612016088858624,making peanut butter chocolate chip cookies... who want sum ,dazedd777,1,0,,,1,0.0,0.0,0.8743556947192616,0.12564430528073747,0.7487113894385241
22,2020-09-01 01:33:11+00:00,https://twitter.com/beecooksthings/status/1300607605400768513,Quarantine peanut butter cookies from april ,beecooksthings,0,0,,,0,0.0,0.0,0.6122413724237084,0.38775862757629215,0.2244827448474162
23,2020-09-01 01:21:49+00:00,https://twitter.com/Duffy_theBear/status/1300604743874560001,I found my cookies I made! Time to eat one ,Duffy_theBear,7,0,,,7,0.0,0.0,0.10528008278197379,0.8947199172180219,-0.7894398344360481
24,2020-09-01 01:20:02+00:00,https://twitter.com/flen_ham/status/1300604295587520513,Mama's titty cookies are the best pic.twitter.com/alkj9l51Xd,flen_ham,5,1,,,6,1.0,0.3,0.801958080056283,0.1980419199437146,0.6039161601125684
25,2020-09-01 01:00:14+00:00,https://twitter.com/aslanZounder/status/1300599311118598148,Cookies have relationships??? ,aslanZounder,7,0,,,7,0.0,0.0,0.8114246211967829,0.18857537880321704,0.6228492423935659
26,2020-09-01 00:46:17+00:00,https://twitter.com/CaptRegina/status/1300595798967832576,Ask me why i got the cookies ,CaptRegina,2,0,,,2,0.0,0.0,0.5519127240955161,0.4480872759044857,0.10382544819103035
27,2020-09-01 00:40:40+00:00,https://twitter.com/IAmSoufie/status/1300594386842116096,mans is a baker too. peanut butter cookies! ,IAmSoufie,2,0,,,2,0.0,0.0,0.6268195087981036,0.37318049120189556,0.253639017596208
28,2020-09-01 00:24:51+00:00,https://twitter.com/Fruitlandntrls/status/1300590407697551360,Coconut Chocolate chip cookies on deck!!! 1x $15.15 3x $40.00 ,Fruitlandntrls,3,1,,,4,0.0,0.0,0.9818091119924086,0.018190888007589733,0.9636182239848189
29,2020-09-01 00:18:31+00:00,https://twitter.com/ANG3LCAFE/status/1300588812574158849,". . new order ! ❥ to: @w4yzeni from: anon &lt; now playing: 𝘂𝗽 𝗳𝗿𝗼𝗺 𝗵𝗲𝗿𝗲 ; 𝘄𝗮𝘆𝘃 &gt; #❥ cookies, cake &amp; coffee ! note: “I don’t show it a lot but love you :)” ",ANG3LCAFE,1,1,,,2,0.3181818181818182,0.5272727272727272,0.952427809654501,0.04757219034550306,0.9048556193089979
30,2020-09-01 00:17:54+00:00,https://twitter.com/cookie7_/status/1300588657313677314,"Congratulations to @BTS_twt , @bts_bighit and ARMY (especially US/PR ARMY) finally our dreams come true lets pat our self and celebrate our achievement today. Teamwork makes dreams work. Thank you so much to all. Feel so overwhelmed right now #BTS1onHot100",cookie7_,0,0,,#BTS1onHot100,0,0.16714285714285715,0.6771428571428572,0.5515602657478269,0.4484397342521719,0.10312053149565503
31,2020-09-01 00:17:18+00:00,https://twitter.com/sarsoorah22/status/1300588505152643072,Who the hell would pay $32 for a dozen cookies? LMAO BYE ,sarsoorah22,1,0,,,1,0.6,1.0,0.11582219780965154,0.8841778021903507,-0.7683556043806992
32,2020-09-01 00:11:28+00:00,https://twitter.com/sungIovr/status/1300587037645447168,let's clear up the searches . reply seperately pls. felix cute felix cutest felix caring felix cookies felix charming,sungIovr,19,12,,,31,0.4333333333333333,0.7944444444444444,0.9964066654349196,0.003593334565079054,0.9928133308698406
33,2020-08-31 22:54:26+00:00,https://twitter.com/katieomatheson/status/1300567654533484550,"Utah GOP candidates who are running on platforms of—""I'm a nice person & what we all need is to just be kind""—while the nation goes through this crisis feels like the house is burning down and their response is to bring cookies and a note that reads, ""Live, laugh, love.""",katieomatheson,205,37,,,242,0.3301346801346801,0.5648148148148148,0.14375905067648462,0.8562409493235067,-0.712481898647022
34,2020-08-31 22:51:41+00:00,https://twitter.com/vmonsparadise/status/1300566960716025858,"Once I figure out how to give BTS the whole universe.....I gotta give them something, like. Can I bake them cookies? ",vmonsparadise,39,10,,,49,0.2,0.4,0.346388920413633,0.6536110795863633,-0.3072221591727303
35,2020-08-31 22:37:03+00:00,https://twitter.com/100GECD/status/1300563276426866690,this better be my oomfs when i start loveposting about cr cookies ,100GECD,2,0,,,2,0.5,0.5,0.15181919579361844,0.8481808042063838,-0.6963616084127653
36,2020-08-31 22:15:04+00:00,https://twitter.com/rizziolli7/status/1300557747025522688,Fiz cookies ,rizziolli7,8,0,,,8,0.0,0.0,0.8755917107843245,0.12440828921567444,0.75118342156865
37,2020-08-31 21:43:07+00:00,https://twitter.com/candkay/status/1300549704577548288,Milk & Cookies! ,candkay,147,28,,,175,0.0,0.0,0.8755917107843245,0.12440828921567444,0.75118342156865
38,2020-08-31 20:36:08+00:00,https://twitter.com/DessertsbyAisha/status/1300532849880313858,Hello! Get your freshly baked cookies and muffins in abuja right away. Just send a dm . Below is our price list.. ,DessertsbyAisha,3,4,,,7,0.2928571428571428,0.5178571428571428,0.8707046687679921,0.12929533123201117,0.7414093375359809
39,2020-09-01 01:51:41+00:00,https://twitter.com/internet2big/status/1300612260641959937,Gluten free/vegan cc/peanutbcup cookies ,internet2big,2,0,,,2,0.0,0.0,0.8755917107843245,0.12440828921567444,0.75118342156865
40,2020-09-01 01:36:06+00:00,https://twitter.com/a2nashville/status/1300608338368122882,"the baked bear was amazing. fresh baked cookies &amp; some amazing ice cream! right in midtown, highly recommend trying this place ",a2nashville,1,1,,,2,0.3891428571428572,0.675142857142857,0.9989924342459787,0.0010075657540245752,0.9979848684919541
41,2020-09-01 01:30:51+00:00,https://twitter.com/WineC00kie/status/1300607016432533506,"Hmm. I have the same lamps as Jenelle and David... But here, no one's throwing punches and breaking glass lamp shades... #ICantBeJenelleEvans #throwbackhashtag",WineC00kie,0,0,,#ICantBeJenelleEvans #throwbackhashtag,0,0.0,0.125,0.004310579141915695,0.9956894208580837,-0.991378841716168
42,2020-09-01 01:01:29+00:00,https://twitter.com/NewshamRoss/status/1300599624609206272,"I've just baked 4,191 cookies in #CookieClickers2. Grandma will be proud of me! http://www.redbitgames.it/get/CC2/",NewshamRoss,0,0,,#CookieClickers2,0,0.8,1.0,0.31165300783862304,0.6883469921613788,-0.3766939843227558
43,2020-09-01 00:34:04+00:00,https://twitter.com/isolatekills/status/1300592725155348482,My aunt makes the best cookies ,isolatekills,3,0,,,3,1.0,0.3,0.9419529367347802,0.058047063265221154,0.8839058734695591
44,2020-09-01 00:00:14+00:00,https://twitter.com/ThatLesbianBit/status/1300584213062844416,GOT MY FIRST HEELS sand the first two bill and Ted movies,ThatLesbianBit,1,0,,,1,0.25,0.3333333333333333,0.7539812406793603,0.24601875932064143,0.5079624813587189
45,2020-08-31 23:58:50+00:00,https://twitter.com/deletejesus/status/1300583861596766208,"this is my new recipe. I call it 'NEET smores'. all you need is 2 cookies, a marshmallow, something to hold marshmallow with, and a lighter. if you don't want to leave your room then I'd suggest getting a paper towel for any mess. just hold it over flame for however long u want. ",deletejesus,11,1,,,12,-0.029545454545454545,0.3431818181818182,0.02537797312923439,0.9746220268707709,-0.9492440537415365
46,2020-08-31 23:57:00+00:00,https://twitter.com/brkcookiebling/status/1300583396779925504, LIVE TONIGHT 8PM CST on Facebook! Showing off the September Fashion Fix! I'll have one of each set and Pre-Orders available until September 4th at 10am CST! Let's Party!! . . . #ShoponFacebook #FashionFix… https://www.instagram.com/p/CEkqtqbD50E/?igshid=1x66t9v43cxix,brkcookiebling,0,0,,#ShoponFacebook #FashionFix,0,0.2681818181818182,0.45,0.700118681646359,0.2998813183536413,0.40023736329271775
47,2020-08-31 23:53:36+00:00,https://twitter.com/asunflowervol6/status/1300582541716606976,i made more mini cookies im happy and they r vegan so we’re all happy here ,asunflowervol6,2,1,,,3,0.7000000000000001,0.8333333333333334,0.955507077633078,0.04449292236691941,0.9110141552661586
48,2020-08-31 23:36:55+00:00,https://twitter.com/UrCookiesNCream/status/1300578344300285954,Good morning Maris @MissMarisRacal ,UrCookiesNCream,1,0,,,1,0.7,0.6000000000000001,0.9076079661832479,0.09239203381675416,0.8152159323664937
49,2020-08-31 23:26:58+00:00,https://twitter.com/ShadowInk17/status/1300575840057651201,thought i would do this soooooo:,ShadowInk17,4,0,,,4,0.0,0.0,0.04114876339652722,0.9588512366034749,-0.9177024732069478
50,2020-08-31 23:25:24+00:00,https://twitter.com/KawaiiCookiesXD/status/1300575447797952518,this theme is so cute ,KawaiiCookiesXD,13,1,,,14,0.5,1.0,0.8139931551746721,0.18600684482532961,0.6279863103493425
51,2020-08-31 23:01:11+00:00,https://twitter.com/Enzelia7/status/1300569352962367489,Happy Birthday cookie #JungkookDay,Enzelia7,2,0,,#JungkookDay,2,0.8,1.0,0.9789675498846087,0.021032450115388904,0.9579350997692198
52,2020-08-31 22:31:19+00:00,https://twitter.com/sweettreatenvy/status/1300561834123034625,"Cookies can be great party favors... Each cookie will come with a satin bow and if it's a delicate shape a cookie card backing can be included as well. @Ventura, California https://www.instagram.com/p/CEkg6LAALaO/?igshid=1eaypia2iny3s",sweettreatenvy,1,0,,,1,0.25,0.825,0.982500750807704,0.01749924919229429,0.9650015016154098
53,2020-08-31 22:03:51+00:00,https://twitter.com/matchaFFXIV/status/1300554923390558209,Her name is Matcha but she’s just cookies and cream https://twitter.com/wolardbert/status/1300532630799212544,matchaFFXIV,3,0,,,3,0.0,0.0,0.2507218849185967,0.7492781150814026,-0.4985562301628059
54,2020-08-31 21:37:07+00:00,https://twitter.com/tiffanykaye_/status/1300548194330435592,I did it. I finished edits for my manuscript all while taking care of my baby full time and running my editing business. Now I’m going to celebrate by eating all the cookies in my pantry ,tiffanykaye_,153,0,,,153,0.35,0.55,0.0001269497727762975,0.9998730502272238,-0.9997461004544476
55,2020-09-01 00:56:58+00:00,https://twitter.com/suarezbakery/status/1300598490888839169,Any day that involves cookies is a good day. ,suarezbakery,2,0,,,2,0.7,0.6000000000000001,0.7028017790096927,0.2971982209903069,0.40560355801938575
56,2020-09-01 00:37:13+00:00,https://twitter.com/mckeelearning/status/1300593518117871616,Baking PB&J cookies for back to school boxes for my tiny human friends. ,mckeelearning,8,0,,,8,0.0,0.19999999999999998,0.3117077812330479,0.6882922187669521,-0.37658443753390425
57,2020-09-01 00:36:54+00:00,https://twitter.com/Catlockian/status/1300593438900006912,I love these cookies sjdjd ,Catlockian,1,0,,,1,0.5,0.6,0.9508811327649085,0.049118867235092616,0.9017622655298159
58,2020-08-31 23:56:48+00:00,https://twitter.com/chalBynikl/status/1300583346616111105,When relative visit your Home and your mom offers Them cookies that you have Never seen before. pic.twitter.com/q161aIRsAe,chalBynikl,5,2,,,7,0.05,0.0,0.9651573726896002,0.034842627310399575,0.9303147453792007
59,2020-08-31 23:31:23+00:00,https://twitter.com/Miimichii/status/1300576949966962690,Cookies that were buy 3 get 3 free ,Miimichii,3,0,,,3,0.4,0.8,0.8114121458550096,0.18858785414499074,0.6228242917100189
60,2020-08-31 23:03:32+00:00,https://twitter.com/fatspoacc/status/1300569941297500161,#fatspo #EDtwt #ED just a reminder if you eat a cookie or a pizza you will look like this &lt;3 ,fatspoacc,9,0,,#fatspo #EDtwt #ED,9,0.0,0.0,0.9974538087694899,0.0025461912305041095,0.9949076175389857
61,2020-08-31 22:49:44+00:00,https://twitter.com/StolzenburgMark/status/1300566468703252482,How many of ya all have smoked Garlic cookies? 35% thc been smoking it all weekend and love it ,StolzenburgMark,3,0,,,3,0.5,0.55,0.2735000748354073,0.7264999251645903,-0.452999850329183
62,2020-08-31 21:19:05+00:00,https://twitter.com/umm_ahaha/status/1300543658865946629,guys i made cookies ,umm_ahaha,8,0,,,8,0.0,0.0,0.5682045208054313,0.43179547919456657,0.1364090416108647
63,2020-08-31 21:02:28+00:00,https://twitter.com/LONNIESWANKSS/status/1300539476264054784,Your plan only stops working when you do 200 MG VEGAN CHOCOLATE CHIP COOKIES ,LONNIESWANKSS,24,4,,,28,0.0,1.0,0.03165955719680848,0.9683404428031881,-0.9366808856063796
64,2020-08-31 21:00:53+00:00,https://twitter.com/cookie_sean/status/1300539075531878400,Why does every game I play lag? Nothing wrong with the Internet but the second i play modern warfare or warzone it's completely unplayable @InfinityWard @ATVIAssist @ATVI_AB,cookie_sean,0,0,,,0,-0.22000000000000003,0.45999999999999996,0.9288924479412145,0.07110755205878676,0.8577848958824278
65,2020-08-31 20:02:08+00:00,https://twitter.com/Cookie__Sophie/status/1300524293776904192,"Why am I not surprised that a ring wing group on a furry website only has one member, and it's a brony?",Cookie__Sophie,73,10,,,83,-0.025,0.95,0.017754613222615193,0.9822453867773809,-0.9644907735547658
66,2020-09-01 00:29:45+00:00,https://twitter.com/jakeygvf/status/1300591640323723264,i made lemon cookies ,jakeygvf,11,0,,,11,0.0,0.0,0.5682045208054313,0.43179547919456657,0.1364090416108647
67,2020-09-01 00:09:03+00:00,https://twitter.com/ldiaShroud/status/1300586429198807040,WEED COOKIES ,ldiaShroud,1,0,,,1,0.0,0.0,0.8755917107843245,0.12440828921567444,0.75118342156865
68,2020-08-31 23:15:01+00:00,https://twitter.com/KawaiiCookiesXD/status/1300572831860895747,wip! trying to replicate the persona style im not doing a good job lmfao,KawaiiCookiesXD,19,0,,,19,0.7,0.6000000000000001,0.7464645229901841,0.25353547700981954,0.4929290459803645
69,2020-08-31 23:11:59+00:00,https://twitter.com/TerryMooreArt/status/1300572071005761537,"Some comics news today that has really made me angry. Just one more kick in the teeth from 2020. I'm now going to shove a bag of cookies down my throat and continue drawing my book. The news will become history, my book will be around the rest of our lives. The work is enough.",TerryMooreArt,124,5,,,129,0.008888888888888885,0.49777777777777776,2.3570635035349764e-06,0.9999976429364896,-0.9999952858729861
70,2020-08-31 22:41:19+00:00,https://twitter.com/Jungkookseagu10/status/1300564353125462016,Happy Birthday love!!! You're 24 now but you'll always be our golden maknae #jungkookDay,Jungkookseagu10,1,0,,#jungkookDay,1,0.5333333333333333,0.7000000000000001,0.9870616984741528,0.012938301525847427,0.9741233969483054
71,2020-08-31 22:20:07+00:00,https://twitter.com/josey428/status/1300559017287266304,#cookierun soo.. i decided to do the cookie run character painting challenge. /v\ ,josey428,7,3,,#cookierun,10,0.0,0.0,0.2956918323774176,0.7043081676225833,-0.4086163352451657
72,2020-08-31 20:20:28+00:00,https://twitter.com/MillsLoree/status/1300528905271549953,Look at what a student brought me today!!! The most awesome cookies EVER!!! ,MillsLoree,15,0,,,15,0.75,0.75,0.7876440675363994,0.21235593246359652,0.5752881350728029
73,2020-08-31 19:55:06+00:00,https://twitter.com/YOONMOONDIAN/status/1300522521452843009,Backing Nutella cookies to celebrate #BTS1onHot100,YOONMOONDIAN,8,1,,#BTS1onHot100,9,0.0,0.0,0.9420581790024734,0.057941820997528454,0.8841163580049449
74,2020-08-31 19:53:54+00:00,https://twitter.com/nefertori/status/1300522222096912388,Red Velvet & Gooey Butter Cookie edibles being are being made tonight loves. I promise! Y’all gone make me start baking on weekends Shop #GreenT Infused Treats,nefertori,8,3,,#GreenT,11,0.0,0.0,0.8074252385309952,0.19257476146900068,0.6148504770619946
75,2020-08-31 19:52:36+00:00,https://twitter.com/GSRandomTweetz/status/1300521893473198081,#DDLC Sayori spots a mystery cookie.... ,GSRandomTweetz,0,0,,#DDLC,0,0.0,0.0,0.9377282095451593,0.0622717904548405,0.8754564190903188
76,2020-08-31 19:50:54+00:00,https://twitter.com/Valeria02500654/status/1300521464131706880,"Happy Cookies Day Be happy, we love you very much. You grew up before our very eyes Was such a child, and now he is such an adult Do not pay attention to evil comments, because who you have become is your merit Mark this day as your heart desires #JungkookDay",Valeria02500654,3,1,,#JungkookDay,4,0.18444444444444452,0.6066666666666667,0.0017859093487319227,0.9982140906512714,-0.9964281813025395
77,2020-08-31 19:38:21+00:00,https://twitter.com/nana_97_15/status/1300518308597370882,#JungkookDay Happy birthday cookie golden maknae BTS .I miss you ,nana_97_15,4,5,,#JungkookDay,9,0.55,0.75,0.9737113659562343,0.026288634043767595,0.9474227319124667
78,2020-08-31 19:36:32+00:00,https://twitter.com/itsziaa06/status/1300517849597964288,cum n cookies &gt;&gt;&gt; milk n cookies IMO pic.twitter.com/lxcIsvsTt5,itsziaa06,61,2,,,63,0.0,0.0,0.7489139963179965,0.2510860036820015,0.497827992635995
